Product,Type,Release Date,Process Size (nm),TDP (W),Cores,Freq (MHz),Foundry,Vendor,Benchmark
Intel Core i5-6500,CPU,2015-07-02,14,65,4,3200,Intel,Intel,5655
Intel Core i7-3940XM,CPU,2012-09-03,22,55,4,3000,Intel,Intel,5671
Intel Core i7-3740QM,CPU,2012-09-03,22,45,4,2700,Intel,Intel,5708
Intel Core i7-3740QM,CPU,2012-09-03,22,45,4,2700,Intel,Intel,5708
Intel Xeon Bronze 3106,CPU,2017-07-11,14,85,8,2100,Intel,Intel,5754
Intel Xeon X5650,CPU,2010-03-16,32,95,6,2666,Intel,Intel,5761
AMD Ryzen 3 3300U,CPU,2019-01-06,12,15,4,2100,GF,AMD,5803
Intel Core i3-8300T,CPU,2018-04-02,14,35,4,3200,Intel,Intel,5827
Intel Xeon E5-2430,CPU,2013-09-01,22,80,6,2500,Intel,Intel,5863
AMD Opteron 6378,CPU,2012-11-05,32,115,8,2400,Unknown,AMD,5889
Intel Core i5-8250U,CPU,2017-08-21,14,15,4,1600,Intel,Intel,5941
Intel Core i7-8550U,CPU,2017-08-21,14,15,4,1800,Intel,Intel,5964
Intel Core i7-3840QM,CPU,2012-09-03,22,45,4,2800,Intel,Intel,5966
Intel Core i7-3840QM,CPU,2012-09-03,22,45,4,2800,Intel,Intel,5966
AMD FX-8350,CPU,2012-10-23,32,125,4,4000,Unknown,AMD,5969
AMD Ryzen 3 PRO 2300U,CPU,2019-01-08,14,15,4,2000,GF,AMD,5982
AMD FX-9370,CPU,2013-07-06,32,220,4,4400,Unknown,AMD,5985
Intel Core i7-4810MQ,CPU,2014-01-20,22,47,4,2800,Intel,Intel,6034
Intel Core i5-7500,CPU,2010-01-07,45,82,4,2400,Intel,Intel,6064
Intel Core i5-7500,CPU,2017-01-03,14,65,4,3400,Intel,Intel,6064
Intel Core i5-7600T,CPU,2017-01-03,14,35,4,2800,Intel,Intel,6073
Intel Xeon X5670,CPU,2010-03-16,32,95,6,2933,Intel,Intel,6090
Intel Core i5-8265U,CPU,2018-10-01,14,28,4,1600,Intel,Intel,6103
Intel Xeon X5660,CPU,2010-03-16,32,95,6,2800,Intel,Intel,6107
Intel Core i5-6600,CPU,2015-07-02,14,65,4,3300,Intel,Intel,6107
Intel Core i7-4770HQ,CPU,2014-07-01,22,47,4,2200,Intel,Intel,6125
AMD FX-8370,CPU,2014-09-02,32,125,4,4000,Unknown,AMD,6128
Intel Core i3-8300,CPU,2018-02-14,14,62,4,3700,Intel,Intel,6136
Intel Core i7-4860HQ,CPU,2014-02-01,22,47,4,2400,Intel,Intel,6138
AMD Ryzen 3 PRO 3300U,CPU,2019-04-08,12,15,4,2100,GF,AMD,6144
Intel Core i3-8100,CPU,2018-09-01,14,65,4,3700,Intel,Intel,6163
Intel Core i3-8100,CPU,2017-10-05,14,62,4,2800,Intel,Intel,6163
Intel Xeon E3-1230 v2,CPU,2012-05-14,22,69,4,3300,Intel,Intel,6192
Intel Xeon E5-2637 v2,CPU,2013-09-01,22,130,4,3500,Intel,Intel,6244
AMD Opteron 6276,CPU,2011-11-14,32,115,8,2300,Unknown,AMD,6245
AMD Opteron 6276,CPU,2012-05-01,32,115,8,2400,Unknown,AMD,6245
Intel Xeon E5-2620 v2,CPU,2013-09-01,22,80,6,2100,Intel,Intel,6246
Intel Core i7-4910MQ,CPU,2014-01-20,22,47,4,2900,Intel,Intel,6265
Intel Core i3-1115G4,CPU,2020-09-02,10,28,2,3000,Intel,Intel,6273
Intel Core i5-8350U,CPU,2017-08-21,14,15,4,1700,Intel,Intel,6284
Intel Core i7-4850HQ,CPU,2013-08-29,22,47,4,1600,Intel,Intel,6299
Intel Core i7-4760HQ,CPU,2014-02-01,22,47,4,2100,Intel,Intel,6300
Intel Xeon E3-1240 v2,CPU,2012-05-14,22,69,4,3400,Intel,Intel,6301
AMD Ryzen 3 1200,CPU,2017-07-27,14,65,4,3100,GF,AMD,6304
Intel Core i5-6600K,CPU,2015-07-02,14,95,4,3500,Intel,Intel,6307
Intel Xeon E3-1245 v2,CPU,2012-05-14,22,77,4,3400,Intel,Intel,6316
AMD Ryzen 3 PRO 1200,CPU,2017-06-29,14,65,4,3100,GF,AMD,6347
Intel Core i7-8650U,CPU,2017-08-21,14,15,4,1900,Intel,Intel,6358
Intel Core i7-8565U,CPU,2018-10-01,14,28,4,1800,Intel,Intel,6358
Intel Xeon E5-2420 v2,CPU,2013-09-01,22,80,6,2200,Intel,Intel,6362
Intel Core i7-8665U,CPU,2018-09-01,14,35,4,2300,Intel,Intel,6383
Intel Core i7-8665U,CPU,2018-01-01,14,65,4,3100,Intel,Intel,6383
AMD Opteron 6282 SE,CPU,2011-11-14,32,140,16,2600,Unknown,AMD,6385
AMD Opteron 6282 SE,CPU,2012-05-01,32,140,16,2700,Unknown,AMD,6385
Intel Core i7-4870HQ,CPU,2014-07-01,22,47,4,2500,Intel,Intel,6387
Intel Core i5-10210U,CPU,2019-08-21,14,25,4,1600,Intel,Intel,6401
Intel Xeon E3-1270 v2,CPU,2012-05-14,22,69,4,3500,Intel,Intel,6431
Intel Xeon E5-4610,CPU,2012-05-14,32,130,6,2400,Intel,Intel,6460
Intel Xeon E3-1290 v2,CPU,2012-05-14,22,87,4,3700,Intel,Intel,6461
Intel Core i7-970,CPU,2010-07-19,32,130,6,3200,Intel,Intel,6499
Intel Core i7-4820K,CPU,2013-09-01,22,130,4,3700,Intel,Intel,6501
Intel Xeon E3-1280 v2,CPU,2012-05-14,22,69,4,3600,Intel,Intel,6511
Intel Xeon W3670,CPU,2010-08-29,32,130,6,3200,Intel,Intel,6534
Intel Xeon E5-1620 v2,CPU,2013-09-01,22,130,4,3700,Intel,Intel,6535
AMD Ryzen 5 2500U,CPU,2017-10-26,14,15,4,2000,GF,AMD,6555
Intel Core i5-7600,CPU,2017-01-03,14,65,4,3500,Intel,Intel,6598
Intel Xeon E5-2630L v2,CPU,2013-09-01,22,60,6,2400,Intel,Intel,6610
Intel Xeon E3-1275 v2,CPU,2012-05-14,22,77,4,3500,Intel,Intel,6613
Intel Core i3-9100,CPU,2018-09-01,14,65,4,3700,Intel,Intel,6625
Intel Core i3-9100,CPU,2018-09-01,14,65,4,3700,Intel,Intel,6625
AMD Opteron 6380,CPU,2012-11-05,32,115,8,2500,Unknown,AMD,6645
Intel Core i5-10310U,CPU,2019-08-21,14,9,4,1100,Intel,Intel,6658
Intel Core i5-7640X,CPU,2017-06-26,14,112,4,3900,Intel,Intel,6675
Intel Core i7-6700TE,CPU,2015-09-01,14,35,4,2400,Intel,Intel,6734
Intel Core i7-4980HQ,CPU,2013-09-01,22,47,4,2800,Intel,Intel,6767
AMD FX-9590,CPU,2013-07-06,32,220,4,4700,Unknown,AMD,6768
Intel Core i3-9100F,CPU,2019-04-23,14,65,4,3600,Intel,Intel,6768
Intel Core i7-4960HQ,CPU,2013-09-01,22,47,4,2600,Intel,Intel,6779
Intel Core i7-4960HQ,CPU,2013-06-07,22,47,4,2400,Intel,Intel,6779
AMD Ryzen 3 2200G,CPU,2018-02-12,14,65,4,3500,GF,AMD,6781
Intel Xeon X5680,CPU,2010-02-14,32,130,6,3333,Intel,Intel,6811
Intel Core i7-980X,CPU,2010-03-16,32,130,6,3333,Intel,Intel,6813
AMD Ryzen Embedded V1605B,CPU,2018-02-21,14,15,4,2000,GF,AMD,6822
Intel Core i7-10510U,CPU,2019-08-21,14,25,4,1800,Intel,Intel,6837
Intel Core i3-8350K,CPU,2017-10-05,14,91,4,4000,Intel,Intel,6862
Intel Core i5-7600K,CPU,2017-01-03,14,91,4,3800,Intel,Intel,6869
AMD Ryzen 7 2700U,CPU,2017-10-26,14,15,4,2200,GF,AMD,6895
Intel Xeon W3680,CPU,2010-03-16,32,130,6,3333,Intel,Intel,6917
AMD Ryzen 5 PRO 2500U,CPU,2019-01-08,14,15,4,2000,GF,AMD,6921
AMD Ryzen 3 1300X,CPU,2017-07-27,14,65,4,3400,GF,AMD,6925
AMD Ryzen 3 1300X,CPU,2017-04-11,14,65,4,3200,GF,AMD,6925
Intel Xeon E5-2440 v2,CPU,2013-09-01,22,95,8,1900,Intel,Intel,6927
Intel Core i7-4790S,CPU,2014-05-01,22,65,4,3100,Intel,Intel,6954
AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12,15,4,2100,GF,AMD,6968
Intel Xeon E-2124,CPU,2018-05-31,14,72,4,3400,Intel,Intel,6977
Intel Xeon E5-4607 v2,CPU,2012-05-14,32,95,6,2200,Intel,Intel,6986
AMD Athlon Gold 3150G,CPU,2020-07-21,12,65,4,3500,GF,AMD,7002
AMD Athlon Gold 3150G,CPU,2020-07-21,12,35,4,3500,GF,AMD,7002
Intel Core i7-980,CPU,2011-06-26,32,130,6,3333,Intel,Intel,7018
Intel Core i7-1060NG7,CPU,2019-08-01,10,12,4,1000,Intel,Intel,7045
Intel Core i7-4940MX,CPU,2014-01-20,22,57,4,3100,Intel,Intel,7060
Intel Core i7-10610U,CPU,2020-04-02,14,25,4,1800,Intel,Intel,7062
Intel Core i5-8305G,CPU,2018-02-01,14,65,4,2800,Intel,Intel,7073
Intel Core i7-4771,CPU,2013-09-01,22,84,4,3500,Intel,Intel,7074
AMD Athlon Gold PRO 3150GE,CPU,2020-07-21,12,35,4,3500,GF,AMD,7093
AMD Ryzen 5 3500U,CPU,2019-01-06,12,15,4,2100,GF,AMD,7102
Intel Core i7-990X,CPU,2011-02-24,32,130,6,3466,Intel,Intel,7137
AMD Ryzen 3 3200G,CPU,2019-07-07,12,65,4,3600,GF,AMD,7188
Intel Xeon W3690,CPU,2011-02-14,32,130,6,3466,Intel,Intel,7208
Intel Core i7-4790,CPU,2014-05-01,22,84,4,3600,Intel,Intel,7235
Intel Core i7-6700T,CPU,2015-09-01,14,35,4,2800,Intel,Intel,7271
Intel Core i3-9300,CPU,2019-04-23,14,62,4,3700,Intel,Intel,7279
AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12,15,4,2300,GF,AMD,7310
AMD Ryzen 7 3700U,CPU,2019-01-06,12,15,4,2300,GF,AMD,7317
Intel Core i3-9350KF,CPU,2019-01-08,14,91,4,4000,Intel,Intel,7318
Intel Core i3-9320,CPU,2019-04-23,14,62,4,3700,Intel,Intel,7358
AMD Ryzen 7 PRO 2700U,CPU,2017-10-26,14,15,4,2200,GF,AMD,7372
Intel Core i5-8400T,CPU,2018-09-01,14,35,6,1800,Intel,Intel,7447
Intel Core i5-8400T,CPU,2018-09-01,14,65,6,2900,Intel,Intel,7447
Intel Core i5-8400T,CPU,2018-04-02,14,35,6,1700,Intel,Intel,7447
Intel Xeon E5-2630 v2,CPU,2013-09-01,22,80,6,2600,Intel,Intel,7470
Intel Xeon E5-2650L v2,CPU,2013-09-01,22,70,10,1700,Intel,Intel,7475
Intel Xeon E-2124G,CPU,2018-05-31,14,72,4,3400,Intel,Intel,7518
Intel Core i5-8300H,CPU,2018-04-02,14,45,4,2300,Intel,Intel,7542
Intel Core i7-7700T,CPU,2017-01-03,14,35,4,2900,Intel,Intel,7561
AMD Ryzen 3 2300X,CPU,2018-08-01,14,65,4,3500,GF,AMD,7566
AMD Ryzen 3 4300U,CPU,2020-01-06,7,25,4,2700,TSMC,AMD,7568
Intel Xeon E3-1285 v4,CPU,2015-06-02,14,95,4,3500,Intel,Intel,7614
AMD Ryzen 7 3780U,CPU,2019-10-22,12,15,4,2300,GF,AMD,7651
AMD Ryzen 7 2800H,CPU,2018-05-30,14,15,4,3400,GF,AMD,7656
Intel Core i3-9350K,CPU,2019-04-23,14,91,4,4000,Intel,Intel,7694
Intel Core i5-8500T,CPU,2018-04-02,14,35,6,2100,Intel,Intel,7699
AMD Athlon Gold PRO 3150G,CPU,2020-07-21,12,65,4,3500,GF,AMD,7702
AMD Ryzen 3 PRO 1300,CPU,2017-06-29,14,65,4,3200,GF,AMD,7717
Intel Core i5-1035G1,CPU,2019-08-01,10,25,4,1000,Intel,Intel,7737
Intel Xeon E5-2640 v2,CPU,2013-09-01,22,95,8,2000,Intel,Intel,7741
AMD Ryzen 5 1400,CPU,2017-04-11,14,65,4,3200,GF,AMD,7783
Intel Core i7-5775C,CPU,2015-05-15,14,65,4,3300,Intel,Intel,7801
Intel Core i5-9400T,CPU,2018-09-01,14,35,6,1800,Intel,Intel,7819
AMD Ryzen 5 2600H,CPU,2018-05-30,14,15,4,3300,GF,AMD,7836
AMD Ryzen 5 3580U,CPU,2019-10-22,12,15,4,2100,GF,AMD,7846
Intel Core i3-10105T,CPU,2021-03-16,14,35,4,3000,Intel,Intel,7850
Intel Core i7-8705G,CPU,2018-02-01,14,65,4,3100,Intel,Intel,7947
Intel Core i7-8709G,CPU,2018-02-01,14,65,4,3100,Intel,Intel,7990
AMD Ryzen 5 3550H,CPU,2019-01-06,12,35,4,2100,GF,AMD,7994
AMD Opteron 6348,CPU,2012-11-05,32,115,6,2800,Unknown,AMD,8030
Intel Core i5-8400H,CPU,2018-04-02,14,45,4,2500,Intel,Intel,8037
Intel Core i5-8269U,CPU,2018-04-05,14,28,4,2600,Intel,Intel,8055
Intel Core i7-4790K,CPU,2014-05-01,22,88,4,4000,Intel,Intel,8061
Intel Core i7-6700,CPU,2015-07-01,14,65,4,3400,Intel,Intel,8078
Intel Core i5-8259U,CPU,2018-04-05,14,28,4,2300,Intel,Intel,8131
Intel Core i3-10305T,CPU,2021-03-16,14,35,4,3000,Intel,Intel,8136
AMD Ryzen Embedded V1756B,CPU,2018-02-21,14,45,4,3250,GF,AMD,8215
Intel Core i5-8600T,CPU,2018-04-02,14,35,6,2300,Intel,Intel,8227
Intel Core i7-3930K,CPU,2013-07-24,32,130,6,3000,Intel,Intel,8244
Intel Core i7-3930K,CPU,2011-11-14,32,130,6,3200,Intel,Intel,8244
Intel Core i5-1035G4,CPU,2019-08-01,10,25,4,1100,Intel,Intel,8251
AMD Ryzen 7 3750H,CPU,2019-01-06,12,35,4,2300,GF,AMD,8277
AMD Opteron 6386 SE,CPU,2012-11-05,32,140,16,2800,Unknown,AMD,8320
Intel Xeon E3-1280 v5,CPU,2015-10-19,14,80,4,3700,Intel,Intel,8320
Intel Core i7-10810U,CPU,2020-04-02,14,25,6,1100,Intel,Intel,8353
Intel Core i7-3970X,CPU,2012-11-01,32,150,6,3500,Intel,Intel,8373
AMD Ryzen 5 PRO 2400G,CPU,2018-05-10,14,65,4,3600,GF,AMD,8378
Intel Core i5-1035G7,CPU,2019-08-01,10,25,4,1200,Intel,Intel,8388
Intel Core i7-8706G,CPU,2018-02-01,14,65,4,3100,Intel,Intel,8388
Intel Core i5-10200H,CPU,2020-09-17,14,45,4,2400,Intel,Intel,8414
AMD Ryzen Embedded V1807B,CPU,2018-02-21,14,45,4,3350,GF,AMD,8488
Intel Core i7-3960X,CPU,2011-11-14,32,130,6,3300,Intel,Intel,8596
Intel Core i7-7700,CPU,2017-01-03,14,65,4,3600,Intel,Intel,8638
Intel Core i7-1065G7,CPU,2019-08-01,10,25,4,1300,Intel,Intel,8668
Intel Core i5-10300H,CPU,2020-09-17,14,45,4,2500,Intel,Intel,8692
Intel Core i5-10300H,CPU,2019-08-01,10,12,4,700,Intel,Intel,8692
Intel Core i5-10300H,CPU,2019-08-01,10,12,4,800,Intel,Intel,8692
AMD Ryzen 5 2400G,CPU,2018-02-12,14,65,4,3600,GF,AMD,8729
Intel Core i7-8559U,CPU,2018-04-05,14,28,4,2700,Intel,Intel,8745
Intel Core i7-8809G,CPU,2018-02-01,14,65,4,3100,Intel,Intel,8759
Intel Core i3-10100,CPU,2020-04-30,14,65,4,3600,Intel,Intel,8800
Intel Core i5-10400H,CPU,2020-04-02,14,45,4,2600,Intel,Intel,8916
Intel Core i3-10105,CPU,2021-03-16,14,65,4,3700,Intel,Intel,8928
Intel Core i7-6700K,CPU,2015-08-01,14,95,4,4000,Intel,Intel,8967
AMD Ryzen 5 1500X,CPU,2017-04-11,14,65,4,3500,GF,AMD,9083
Intel Xeon E5-2643 v2,CPU,2013-09-01,22,130,6,3500,Intel,Intel,9083
Intel Core i7-9850HL,CPU,NaT,14,25,6,1900,Intel,Intel,9112
Intel Core i3-10105F,CPU,2021-03-16,14,65,4,3700,Intel,Intel,9141
Intel Core i5-8400,CPU,2017-10-05,14,65,6,2800,Intel,Intel,9222
Intel Xeon E3-1285 v6,CPU,2017-08-01,14,79,4,4100,Intel,Intel,9276
Intel Core i3-10300,CPU,2020-04-30,14,62,4,3700,Intel,Intel,9284
Intel Xeon E5-1650 v2,CPU,2013-09-01,22,130,6,3500,Intel,Intel,9323
AMD Ryzen 5 3400G,CPU,2019-07-07,12,65,4,3700,GF,AMD,9331
Intel Core i7-4930K,CPU,2013-09-01,22,130,6,3400,Intel,Intel,9360
AMD Ryzen 5 2500X,CPU,2018-10-01,12,65,4,3600,GF,AMD,9384
AMD Ryzen 5 PRO 1500,CPU,2017-06-29,14,65,4,3500,GF,AMD,9402
Intel Core i5-9400,CPU,2018-10-19,14,65,6,2900,Intel,Intel,9478
Intel Core i5-9400F,CPU,2019-01-08,14,65,6,2900,Intel,Intel,9544
Intel Core i5-8500,CPU,2018-09-01,14,65,6,3000,Intel,Intel,9576
Intel Core i5-8500,CPU,2018-02-14,14,65,6,3000,Intel,Intel,9576
Intel Core i7-7700K,CPU,2017-01-03,14,91,4,4200,Intel,Intel,9658
Intel Core i3-10305,CPU,2021-03-16,14,65,4,3800,Intel,Intel,9689
Intel Core i5-9500,CPU,2018-10-19,14,65,6,3000,Intel,Intel,9698
Intel Core i5-1130G7,CPU,2020-09-02,10,15,4,1100,Intel,Intel,9756
Intel Core i7-5820K,CPU,2014-09-01,22,140,6,3300,Intel,Intel,9814
Intel Core i5-8600,CPU,2018-09-01,14,65,6,3100,Intel,Intel,9849
Intel Core i5-8600,CPU,2018-02-14,14,65,6,3100,Intel,Intel,9849
Intel Core i7-7740X,CPU,2017-06-26,14,112,4,4300,Intel,Intel,9864
Intel Core i7-4960X,CPU,2013-09-03,22,130,6,3600,Intel,Intel,9906
Intel Core i3-1125G4,CPU,2020-09-02,10,28,4,2000,Intel,Intel,9932
Intel Core i3-1125G4,CPU,2020-09-02,10,15,4,1100,Intel,Intel,9932
Intel Xeon E5-2650 v2,CPU,2013-09-01,22,95,8,2600,Intel,Intel,9995
Intel Core i7-8750H,CPU,2018-04-02,14,45,6,2200,Intel,Intel,10085
Intel Core i7-1068NG7,CPU,2019-08-01,10,28,4,2300,Intel,Intel,10093
Intel Core i5-1135G7,CPU,2020-09-02,10,28,4,2400,Intel,Intel,10100
Intel Core i3-10320,CPU,2020-04-30,14,91,4,3800,Intel,Intel,10115
Intel Core i7-10710U,CPU,2019-08-21,14,25,6,1100,Intel,Intel,10126
Intel Core i5-8600K,CPU,2017-10-05,14,95,6,3600,Intel,Intel,10195
Intel Core i5-8600K,CPU,2018-09-01,14,95,6,3700,Intel,Intel,10195
Intel Xeon E5-1660 v2,CPU,2013-09-01,22,130,6,3700,Intel,Intel,10223
Intel Core i7-5930K,CPU,2014-09-01,22,140,6,3500,Intel,Intel,10304
Intel Core i3-10325,CPU,2021-03-16,14,65,4,3900,Intel,Intel,10308
Intel Core i3-10325,CPU,2020-04-30,14,91,4,4100,Intel,Intel,10308
Intel Core i7-1160G7,CPU,2020-09-02,10,15,4,1200,Intel,Intel,10316
Intel Core i5-9500F,CPU,2019-04-23,14,65,6,3000,Intel,Intel,10330
Intel Core i7-8850H,CPU,2018-04-02,14,45,6,2700,Intel,Intel,10333
Intel Core i5-9600,CPU,2018-10-19,14,65,6,3100,Intel,Intel,10369
Intel Xeon E5-2660 v2,CPU,2013-09-01,22,95,10,2200,Intel,Intel,10382
AMD Ryzen 5 PRO 1600,CPU,2017-06-29,14,65,6,3200,GF,AMD,10401
Intel Core i5-1145G7,CPU,2020-09-02,10,28,4,2600,Intel,Intel,10413
Intel Core i7-8700T,CPU,2018-04-02,14,35,6,2400,Intel,Intel,10431
Intel Core i7-1165G7,CPU,2020-09-02,10,28,4,2800,Intel,Intel,10595
Intel Core i7-6800K,CPU,2016-05-31,14,140,6,3400,Intel,Intel,10681
AMD Ryzen 3 4300G,CPU,2020-07-21,7,65,4,3800,TSMC,AMD,10792
Intel Core i5-9600K,CPU,2018-10-19,14,95,6,3700,Intel,Intel,10793
Intel Core i9-8950HK,CPU,2018-04-02,14,95,6,2900,Intel,Intel,10803
AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7,65,4,3800,TSMC,AMD,10833
Intel Core i5-9600KF,CPU,2019-01-08,14,95,6,3700,Intel,Intel,10838
Intel Xeon E5-2470 v2,CPU,2013-09-01,22,95,10,2400,Intel,Intel,10902
Intel Core i7-1185G7,CPU,2020-09-02,10,28,4,3000,Intel,Intel,10948
AMD Ryzen 5 4500U,CPU,2020-01-06,7,25,6,2300,TSMC,AMD,11098
Intel Core i7-9750H,CPU,2019-04-23,14,45,6,2600,Intel,Intel,11207
AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7,35,4,3500,TSMC,AMD,11270
Intel Core i7-6850K,CPU,2016-05-31,14,140,6,3600,Intel,Intel,11295
AMD Ryzen 3 4300GE,CPU,2020-07-21,7,35,4,3500,TSMC,AMD,11332
Intel Core i7-9750HF,CPU,2019-04-23,14,45,6,2600,Intel,Intel,11391
Intel Core i7-9850H,CPU,NaT,14,45,6,2700,Intel,Intel,11483
Intel Core i7-9850H,CPU,2019-04-23,14,45,6,2600,Intel,Intel,11483
AMD Ryzen 3 3100,CPU,2020-04-24,7,65,4,3600,TSMC,AMD,11660
Intel Xeon E5-2670 v2,CPU,2013-09-01,22,115,10,2500,Intel,Intel,11718
Intel Xeon E5-2687W v2,CPU,2013-09-01,22,130,8,3400,Intel,Intel,12083
Intel Xeon E5-2692 v2,CPU,2013-09-01,22,100,12,2200,Intel,Intel,12119
Intel Core i7-10850H,CPU,2020-04-02,14,45,6,2700,Intel,Intel,12124
Intel Xeon E5-2667 v2,CPU,2013-09-01,22,130,8,3300,Intel,Intel,12222
AMD Ryzen 5 1600,CPU,2017-04-11,14,65,6,3200,GF,AMD,12314
Intel Core i5-10400,CPU,2020-04-30,14,65,6,2900,Intel,Intel,12320
Intel Core i7-10750H,CPU,2020-04-02,14,45,6,2600,Intel,Intel,12355
Intel Core i5-10400F,CPU,2020-04-30,14,65,6,2900,Intel,Intel,12439
Intel Xeon E5-2680 v2,CPU,2013-09-01,22,115,10,2800,Intel,Intel,12530
Intel Core i7-5960X,CPU,2014-09-01,22,140,8,3000,Intel,Intel,12719
AMD Ryzen 3 3300X,CPU,2020-04-24,7,65,4,3800,TSMC,AMD,12746
Intel Core i7-7800X,CPU,2017-06-26,14,140,6,3500,Intel,Intel,12864
AMD Ryzen 5 1600X,CPU,2017-04-11,14,95,6,3600,GF,AMD,12943
Intel Core i7-8700,CPU,2018-01-01,14,65,6,3200,Intel,Intel,13046
Intel Core i5-10500,CPU,2020-04-30,14,65,6,3100,Intel,Intel,13056
Intel Core i5-11400T,CPU,2021-03-16,14,35,6,1300,Intel,Intel,13078
AMD Ryzen 3 5300G,CPU,2021-04-13,7,65,4,4000,TSMC,AMD,13139
AMD Ryzen 5 5500U,CPU,2021-01-12,7,25,6,2100,TSMC,AMD,13190
AMD Ryzen 5 2600,CPU,2018-04-19,12,65,6,3400,GF,AMD,13195
AMD Ryzen 5 2600,CPU,2018-09-19,12,65,6,3100,GF,AMD,13195
AMD Ryzen 5 PRO 2600,CPU,2018-09-19,12,65,6,3400,GF,AMD,13250
AMD Ryzen 5 3500X,CPU,2019-09-24,7,65,6,3600,TSMC,AMD,13319
Intel Core i7-9700,CPU,2019-04-23,14,65,8,3000,Intel,Intel,13385
AMD Ryzen 5 4600U,CPU,2020-01-06,7,25,6,2100,TSMC,AMD,13460
Intel Core i7-9700F,CPU,2019-04-23,14,65,8,3000,Intel,Intel,13462
Intel Xeon E5-2690 v2,CPU,2013-09-01,22,130,10,3000,Intel,Intel,13481
Intel Xeon E5-2695 v2,CPU,2013-09-01,22,115,12,2400,Intel,Intel,13521
AMD Ryzen 7 4700U,CPU,2020-01-06,7,25,8,1800,TSMC,AMD,13648
Intel Core i5-11500T,CPU,2021-03-16,14,35,6,1500,Intel,Intel,13820
Intel Core i7-8700K,CPU,2017-10-05,14,95,6,3700,Intel,Intel,13850
Intel Core i5-10600,CPU,2020-04-30,14,65,6,3300,Intel,Intel,13928
AMD EPYC 3251,CPU,2018-02-21,14,50,8,2500,GF,AMD,13965
Intel Core i9-9880H,CPU,2019-04-23,14,45,8,2300,Intel,Intel,13979
AMD Ryzen 5 2600X,CPU,2018-04-19,12,95,6,3600,GF,AMD,14053
Intel Xeon E5-2697 v2,CPU,2013-09-01,22,130,12,2700,Intel,Intel,14218
Intel Core i7-6900K,CPU,2016-05-31,14,140,8,3200,Intel,Intel,14291
Intel Core i7-9700KF,CPU,2019-01-08,14,95,8,3600,Intel,Intel,14499
Intel Core i5-10600K,CPU,2020-04-30,14,125,6,4100,Intel,Intel,14534
Intel Core i7-9700K,CPU,2018-10-19,14,95,8,3600,Intel,Intel,14550
Intel Core i7-8086K,CPU,2018-06-05,14,95,6,4000,Intel,Intel,14550
Intel Core i5-10600KF,CPU,2020-04-30,14,95,6,4100,Intel,Intel,14575
AMD Ryzen 7 PRO 1700,CPU,2017-06-29,14,65,8,3000,GF,AMD,14590
AMD Ryzen 7 1700,CPU,2017-03-02,14,65,8,3000,GF,AMD,14628
AMD Ryzen 7 2700E,CPU,2018-09-19,12,65,8,2800,GF,AMD,14657
Intel Core i9-9980HK,CPU,2019-04-23,14,45,8,2400,Intel,Intel,14728
AMD Ryzen 5 4600HS,CPU,2020-01-06,7,35,6,3000,TSMC,AMD,14735
AMD Ryzen 5 4600H,CPU,2020-01-06,7,54,6,3000,TSMC,AMD,14735
Intel Xeon Silver 4116,CPU,2017-07-11,14,85,12,2100,Intel,Intel,14931
AMD EPYC 7251,CPU,2017-06-29,14,120,8,2100,GF,AMD,14935
AMD EPYC 7301,CPU,2017-06-29,14,170,16,2200,GF,AMD,14991
Intel Core i7-10870H,CPU,2020-09-17,14,45,8,2200,Intel,Intel,15027
AMD Ryzen 7 PRO 2700,CPU,2018-09-19,12,65,8,3200,GF,AMD,15059
Intel Core i5-11600T,CPU,2021-03-16,14,35,6,1700,Intel,Intel,15254
Intel Core i7-11700T,CPU,2021-03-16,14,35,8,1400,Intel,Intel,15271
Intel Core i7-10875H,CPU,2020-04-02,14,45,8,2100,Intel,Intel,15426
Intel Core i7-10875H,CPU,2020-04-02,14,45,8,2400,Intel,Intel,15426
AMD Ryzen 7 1700X,CPU,2017-03-02,14,95,8,3400,GF,AMD,15496
AMD Ryzen 7 PRO 1700X,CPU,2017-06-29,14,95,8,3400,GF,AMD,15530
AMD Ryzen 5 4600G,CPU,2020-07-21,7,65,6,3700,TSMC,AMD,15577
AMD Ryzen 7 2700,CPU,2018-04-19,12,65,8,3200,GF,AMD,15654
AMD Ryzen 5 4600GE,CPU,2020-07-21,7,35,6,3300,TSMC,AMD,15656
AMD Ryzen 5 PRO 4650GE,CPU,2020-07-21,7,35,6,3300,TSMC,AMD,15712
Intel Core i9-10980HK,CPU,2020-04-02,14,45,8,2400,Intel,Intel,16271
AMD Ryzen 7 1800X,CPU,2017-03-02,14,95,8,3600,GF,AMD,16306
AMD Ryzen 5 PRO 4650G,CPU,2020-07-21,7,65,6,3700,TSMC,AMD,16428
Intel Core i9-9900,CPU,2019-04-23,14,65,8,3100,Intel,Intel,16873
Intel Core i7-10700,CPU,2020-04-30,14,65,8,2900,Intel,Intel,16946
AMD Ryzen Threadripper 1900X,CPU,2017-08-31,14,125,8,3800,GF,AMD,16955
